statefp,countyfp,area
"28","155",1096.159
"51","775",37.878
"51","121",
"35","003",17947.757
"26","109",3465.852
"18","151",835.184
"13","073",796.687
"48","119",719.840
"39","163",1074.790
"72","049",437.274
"13","147",665.492
"17","135",1838.185
"26","131",9687.696
"41","003",1756.453
"42","063",2160.783
"29","081",1881.381
"37","025",942.656
"12","093",2310.051
"05","069",2366.686
"27","171",1849.902
"18","165",673.170
"06","055",2042.282
"31","025",1465.652
"26","053",3824.672
"04","013",23892.972
"17","129",816.910
"51","111",1119.841
"04","019",23803.712
"31","179",1148.232
"20","061",1047.876
"24","021",1728.596
"06","095",2347.161
"20","009",2332.632
"28","127",1529.309
"28","131",1160.513
"29","017",1608.895
"13","023",567.548
"20","015",3746.488
"28","121",2087.752
"47","181",1905.358
"19","123",1485.093
"13","151",845.587
"47","107",1119.338
"40","123",1878.431
"35","028",283.052
"72","117",140.930
"25","017",2193.554
"48","347",2541.304
"13","095",866.536
"01","023",2385.015
"20","057",2846.606
"28","051",1980.346
"37","007",1391.081
"02","100",7110.573
"78","020",237.668
"22","127",2478.160
"42","013",1365.101
"16","031",6684.057
"32","015",14295.446
"36","057",1062.666
"27","035",2995.451
"29","181",1635.942
"37","177",1546.679
"48","049",2478.496
"19","009",1148.417
"40","121",3568.709
"29","001",1474.831
"21","131",1047.396
"27","137",17766.054
"39","093",2391.691
"47","147",1234.106
"26","099",1478.678
"30","005",10977.277
"29","053",1474.171
"54","083",2693.479
"13","213",897.955
"01","015",1585.782
"06","007",4343.750
"27","115",3715.484
"22","013",2129.154
"13","295",1157.818
"19","023",1506.746
"29","027",2194.708
"12","123",3191.376
"30","025",4203.236
"23","005",3153.212
"12","019",1666.771
"45","005",1068.155
"28","043",1163.951
"51","125",1228.209
"31","035",1485.458
"48","267",3240.530
"26","111",1367.692
"21","093",1632.033
"35","049",4950.505
"48","425",497.160
"31","147",1436.339
"47","109",1459.748
"39","049",1407.980
"45","053",1817.086
"46","049",2605.249
"37","157",1483.441
"41","031",4642.190
"48","281",1849.084
"69","110",651.658
"31","063",2538.393
"05","131",1413.046
"48","409",1833.568
"22","089",1028.008
"55","111",2199.379
"51","095",463.971
"22","105",2186.162
"41","013",7736.396
"13","273",874.647
"27","085",1309.311
"53","041",6310.106
"20","199",2366.489
"16","041",1729.365
"01","063",1709.198
"19","147",1474.829
"27","039",1138.525
"27","047",1871.062
"25","001",3381.336
"17","049",1243.180
"39","069",1087.149
"38","057",2881.614
"29","019",1789.803
"48","305",2314.095
"40","029",1350.511
"31","105",2466.718
"17","031",4233.684
"45","047",1198.959
"06","035",12225.043
"39","021",1113.263
"48","259",1717.245
"38","029",4028.238
"22","087",5581.954
"02","198",
"41","023",11728.821
"35","006",11764.061
"38","043",3710.972
"42","107",2027.481
"38","087",3158.501
"01","119",2365.534
"51","087",634.113
"48","209",1761.017
"51","067",1843.076
"42","021",1796.501
"40","037",2511.032
"18","039",1212.038
"47","085",1441.853
"20","063",2775.847
"24","027",656.288
"48","495",2178.896
"46","071",4846.540
"22","093",667.751
"51","013",67.607
"48","087",2381.029
"48","497",2389.408
"13","169",1024.124
"55","045",1513.980
"22","079",3526.676
"29","161",1746.486
"27","167",1945.562
"17","149",2198.442
"08","053",2908.939
"40","069",1705.138
"21","023",541.174
"55","037",1288.344
"38","077",3743.414
"16","035",6444.006
"46","121",3602.301
"46","125",1599.825
"36","065",3257.279
"56","031",5467.056
"53","005",4557.604
"22","051",1662.868
"51","001",3392.986
"26","081",2258.320
"06","077",3695.238
"34","015",872.237
"19","173",1384.752
"17","121",1492.100
"19","163",1212.660
"31","053",1406.361
"48","039",4166.291
"13","155",939.551
"29","135",1084.872
"37","023",1331.867
"19","193",2273.585
"12","125",646.854
"13","241",976.498
"02","150",
"21","211",998.864
"45","027",1801.754
"05","007",2290.277
"01","113",1676.219
"40","013",2444.059
"72","079",261.931
"22","073",1636.226
"06","025",11604.813
"48","279",2635.871
"16","087",3816.099
"27","117",1206.837
"16","057",2788.853
"30","047",4283.837
"20","175",1658.655
"13","275",1430.238
"72","045",73.877
"45","087",1336.502
"53","011",1697.993
"20","053",1873.301
"28","001",1262.738
"22","063",1790.869
"08","035",2183.039
"06","033",3443.201
"13","005",740.277
"17","095",1864.265
"20","203",1861.140
"17","111",1582.659
"31","049",1141.440
"05","043",2164.403
"01","073",2911.402
"13","083",451.073
"17","071",1023.635
"28","067",1812.236
"27","013",1982.868
"47","119",1594.340
"48","249",2249.519
"20","085",1704.267
"39","063",1382.146
"51","179",725.325
"31","181",1489.355
"48","127",3456.372
"19","031",1507.185
"46","039",1648.821
"19","089",1226.634
"12","099",6172.371
"36","089",7307.176
"46","025",2505.809
"31","057",2385.003
"08","003",1873.314
"12","017",2002.690
"45","089",2426.939
"55","127",1493.363
"18","161",427.807
"27","067",2233.492
"23","029",8437.317
"72","103",187.151
"37","093",1014.358
"27","161",1121.399
"16","049",22024.155
"31","087",1860.846
"30","011",8671.301
"38","005",3728.019
"19","181",1484.970
"42","073",937.015
"51","101",740.613
"41","011",4678.442
"48","165",3892.368
"22","047",1690.900
"12","037",2687.449
"38","023",3352.346
"17","181",1093.272
"45","013",2391.803
"55","023",1551.947
"48","303",2332.809
"12","029",
"13","303",1772.473
"53","063",4611.887
"54","055",1089.549
"12","033",2265.472
"40","103",1923.227
"37","187",1092.739
"17","109",1528.352
"34","025",1723.573
"40","041",2051.795
"20","011",1655.240
"06","029",21141.223
"54","007",1337.141
"37","081",1703.269
"01","107",2305.415
"08","107",6133.435
"51","590",113.186
"54","087",1252.827
"17","201",1344.667
"60","050",269.225
"48","047",2444.019
"17","123",1032.208
"26","069",4895.239
"31","051",1250.232
"13","001",1326.751
"48","073",2751.015
"27","023",1522.500
"28","047",2550.332
"53","039",4932.447
"30","067",7286.251
"13","149",779.831
"48","297",2794.281
"08","125",6134.899
"16","005",2973.413
"48","493",2093.774
"18","181",1317.473
"47","117",974.244
"55","141",2095.953
"13","067",892.429
"08","019",1026.509
"48","217",2552.972
"31","033",3098.661
"20","079",1400.464
"72","027",160.488
"51","115",652.580
"36","067",2086.541
"49","007",3846.913
"42","027",2882.717
"54","067",1694.905
"18","145",1069.034
"22","123",933.865
"54","009",239.748
"29","171",1345.787
"18","097",1043.791
"72","059",166.392
"48","475",2164.825
"16","029",4658.458
"05","011",1691.047
"16","021",3310.143
"46","023",2979.098
"48","459",1534.789
"40","061",1619.956
"51","165",2211.591
"37","009",1108.995
"51","177",1073.004
"56","035",12783.284
"48","479",8742.743
"37","175",985.034
"48","061",3305.938
"37","055",3993.072
"12","057",3278.278
"31","031",15564.323
"51","117",1759.200
"13","189",689.963
"31","101",2874.204
"13","025",1158.247
"26","007",4389.839
"21","231",1253.975
"47","185",
"42","043",1445.668
"31","171",1848.432
"48","027",2817.484
"01","019",1553.932
"36","111",3006.355
"23","023",958.373
"19","109",2523.487
"19","085",1817.226
"19","187",1860.868
"17","151",969.656
"26","151",4117.928
"51","540",26.581
"01","013",2014.704
"06","083",
"48","433",2383.416
"06","097",4578.947
"48","383",3045.842
"29","093",1429.840
"18","051",1292.829
"39","033",1042.979
"31","127",1060.871
"32","023",47134.150
"17","175",746.841
"27","005",3743.007
"26","135",1480.225
"50","021",2446.971
"51","550",908.948
"72","001",173.778
"38","091",1852.877
"55","097",2131.088
"17","169",1143.114
"31","071",1479.880
"28","035",1217.916
"17","177",1462.742
"72","009",81.166
"48","345",2563.608
"31","173",1025.836
"21","171",860.023
"51","143",2533.610
"26","161",1871.063
"39","071",1444.675
"06","113",2651.023
"42","133",2358.799
"40","093",2481.090
"27","111",5761.538
"72","135",71.378
"46","021",1996.458
"48","139",2465.016
"05","045",1719.966
"27","075",7745.668
"18","141",1194.983
"21","183",1544.222
"16","001",2746.865
"42","049",4035.800
"46","109",2941.651
"40","027",1444.974
"27","163",1095.076
"05","123",1664.047
"28","005",1894.829
"19","153",1532.067
"40","113",5967.409
"37","039",1208.659
"54","017",830.029
"06","103",7671.998
"21","035",1063.699
"19","155",2484.162
"13","121",1383.923
"48","313",1223.597
"46","003",1846.104
"38","053",7408.833
"46","105",7484.998
"01","129",2819.373
"27","043",1869.724
"48","443",6107.342
"51","023",1414.025
"13","269",
"42","123",2327.267
"04","012",11682.065
"26","077",1502.965
"20","055",3373.874
"17","107",1603.011
"19","179",1129.290
"40","153",3228.494
"41","071",1860.661
"72","007",77.948
"51","175",1560.000
"39","077",1281.581
"05","109",1590.589
"08","077",8653.341
"20","103",1214.557
"29","159",1777.455
"08","033",2766.675
"27","029",2667.154
"06","087",1572.538
"48","031",1847.767
"51","069",1076.037
"01","031",1762.473
"23","025",10601.790
"48","339",2789.064
"30","057",9333.132
"02","230",1152.665
"13","123",1116.170
"54","075",2439.301
"40","135",1849.403
"20","157",1865.950
"18","123",1000.486
"28","145",1079.787
"56","041",5408.258
"18","003",1709.454
"17","009",795.973
"48","353",2367.114
"51","085",1224.471
"47","149",1616.299
"45","081",1196.335
"51","820",39.136
"36","097",886.652
"21","175",994.004
"42","109",858.703
"51","157",692.043
"26","033",6989.005
"01","097",4258.085
"18","047",1012.814
"08","101",6210.185
"06","061",3890.773
"45","035",1479.359
"48","029",3253.216
"26","085",1487.544
"24","005",1765.704
"55","079",3080.824
"01","009",1685.119
"20","021",1530.742
"72","043",202.090
"72","055",205.813
"42","037",1269.507
"47","127",337.778
"41","069",4445.717
"12","119",1501.741
"29","071",2410.464
"01","109",1742.985
"38","039",1855.933
"37","125",1827.698
"26","079",1477.749
"47","069",1736.279
"19","125",1477.608
"48","275",2215.687
"31","139",1488.189
"17","091",1764.560
"38","051",2575.903
"26","105",3217.580
"20","129",1890.502
"37","075",781.247
"31","145",1859.627
"47","153",689.049
"29","151",1588.769
"72","077",68.933
"49","017",13489.185
"01","043",1955.496
"28","031",1074.666
"21","029",777.682
"29","107",1654.855
"72","095",99.366
"21","229",780.102
"46","063",6936.288
"27","099",1842.950
"40","109",1860.755
"19","191",1787.412
"51","083",2148.438
"37","091",933.427
"27","157",1423.314
"37","085",1557.478
"30","083",5447.978
"17","167",2271.451
"72","065",152.189
"47","093",1362.131
"37","101",2060.845
"17","007",730.544
"17","137",1482.649
"47","133",1126.214
"48","101",2335.173
"29","229",1769.314
"21","007",708.861
"51","155",853.255
"31","019",2526.273
"05","099",1607.447
"39","055",1057.475
"50","003",1755.161
"02","180",
"51","065",754.377
"18","033",942.389
"01","059",1674.485
"26","097",5440.410
"18","125",883.430
"48","395",2241.078
"26","125",2349.733
"20","049",1684.698
"18","101",881.649
"72","033",18.249
"31","175",1477.480
"24","043",1210.413
"49","037",20546.995
"13","267",1264.817
"48","429",2386.645
"53","043",6059.688
"13","125",374.132
"51","091",1077.059
"13","191",1486.378
"37","123",1298.962
"01","021",1815.069
"37","171",1392.724
"30","079",4512.873
"19","005",1706.210
"48","299",2501.557
"42","007",1150.064
"40","001",1495.152
"56","023",10605.022
"22","019",2834.148
"30","065",4847.697
"46","101",1348.876
"54","103",935.839
"47","123",1690.192
"20","075",2583.852
"01","105",1874.839
"13","075",603.993
"47","097",1314.620
"17","131",1473.016
"48","157",2293.019
"27","143",1555.412
"13","293",
"17","115",1517.091
"72","139",55.379
"37","159",1356.959
"54","011",745.960
"06","073",11721.779
"47","177",1124.144
"36","109",1273.103
"17","093",834.549
"19","065",1894.162
"28","111",1684.014
"46","129",1928.590
"13","277",696.161
"02","195",9898.512
"29","131",1553.972
"29","021",1075.304
"27","025",1145.769
"35","007",9759.411
"08","055",4126.549
"51","113",833.655
"20","091",1242.999
"27","169",1661.690
"21","051",1220.225
"24","019",2545.927
"38","049",4950.812
"45","059",1874.733
"40","151",3341.053
"30","093",1861.087
"40","057",1395.292
"13","077",1154.702
"36","119",1294.976
"17","027",1303.136
"26","147",2166.542
"50","015",1201.131
"49","025",10640.083
"27","093",1669.961
"12","085",1950.583
"55","083",2975.503
"31","073",1198.448
"45","045",2058.628
"31","005",1860.405
"37","161",1469.169
"31","097",975.735
"17","063",1115.072
"23","019",9212.684
"02","164",87886.250
"27","101",1863.506
"47","031",1125.490
"17","145",1157.786
"42","083",2549.117
"08","069",6822.033
"72","057",276.656
"32","031",16941.518
"17","079",1290.378
"72","141",298.028
"47","011",858.448
"48","291",3046.722
"13","017",657.617
"21","037",412.897
"22","109",5392.413
"45","021",1030.447
"48","197",1804.886
"37","059",690.367
"72","125",141.174
"18","113",1081.146
"18","021",933.228
"46","065",2073.870
"48","427",3183.366
"48","301",1752.211
"06","059",2455.300
"28","079",1516.074
"19","091",1128.391
"17","045",1615.966
"39","065",1218.727
"26","113",1486.383
"38","033",2596.429
"48","269",2365.547
"48","261",5039.586
"22","057",3804.548
"21","223",404.600
"20","137",2282.544
"46","115",3910.209
"47","005",1129.832
"51","109",1322.771
"18","105",1065.318
"19","117",1125.110
"27","041",1864.805
"39","171",1095.804
"13","313",753.828
"13","255",516.995
"19","069",1508.730
"44","005",812.295
"48","393",2393.646
"36","051",1658.260
"29","129",1178.730
"55","021",2061.591
"48","483",2371.085
"55","019",3156.341
"22","001",1702.799
"39","153",1088.137
"05","075",1534.200
"55","057",2085.368
"55","107",2410.906
"55","133",1503.587
"18","063",1058.730
"36","093",542.457
"31","037",1078.772
"19","093",1119.006
"42","053",1114.981
"37","001",1124.677
"17","025",1216.088
"29","103",1312.684
"18","115",226.479
"38","085",2922.031
"18","173",1012.820
"72","053",272.801
"48","507",3371.478
"31","007",1933.074
"28","009",1058.411
"21","055",961.250
"51","119",545.865
"38","035",3728.074
"20","071",2016.058
"13","251",1698.693
"04","027",14294.028
"29","043",1460.256
"28","071",1759.194
"28","085",1523.561
"49","011",1645.194
"39","001",1518.375
"39","059",1368.297
"19","039",1118.241
"20","149",2231.657
"48","481",2834.405
"47","009",1467.496
"27","107",2270.721
"01","099",2679.080
"50","009",1747.390
"29","105",1989.095
"54","107",975.821
"29","041",1985.895
"06","051",8111.535
"05","027",1985.879
"48","449",1102.411
"26","065",1452.242
"20","033",2045.285
"48","489",2032.537
"36","049",3340.920
"18","077",939.878
"54","073",348.476
"51","071",936.440
"44","009",
"13","289",939.218
"01","115",1692.194
"18","061",1260.083
"12","087",
"72","069",184.918
"29","073",1362.225
"39","117",1054.700
"29","045",1325.621
"17","127",626.355
"47","043",
"29","009",2048.153
"19","075",1299.892
"17","087",903.088
"05","041",2122.547
"47","135",1095.221
"54","023",1243.934
"48","235",2723.663
"54","063",1226.725
"37","095",3778.897
"39","043",1621.012
"29","189",1354.390
"37","167",1048.613
"48","191",2341.600
"15","005",136.822
"41","053",1927.137
"01","041",1582.342
"26","043",2011.351
"36","007",1853.173
"45","001",1326.025
"26","017",1633.548
"48","321",4176.388
"05","061",1541.856
"22","015",2246.704
"56","001",11159.618
"13","103",1250.714
"72","054",39.426
"29","197",798.132
"01","035",2208.640
"12","063",2472.309
"56","027",6806.351
"39","025",1190.789
"48","051",1752.935
"30","041",7553.518
"51","021",928.859
"30","111",6860.596
"29","187",1177.598
"47","015",688.149
"27","147",1119.753
"51","185",1346.583
"39","089",1780.258
"31","079",1430.047
"55","109",1905.419
"18","009",428.858
"13","177",
"51","103",599.353
"46","099",2107.890
"26","035",1490.201
"34","037",1386.788
"36","091",2185.452
"49","013",8418.301
"38","071",3369.591
"47","061",935.301
"51","027",1305.191
"22","049",1502.911
"38","021",2958.174
"29","005",1424.822
"48","045",2335.060
"40","015",3341.466
"36","041",4682.194
"29","037",1819.187
"51","029",1511.127
"37","029",803.562
"08","013",
"12","109",2127.765
"29","079",1134.519
"47","075",1383.214
"26","095",4953.306
"33","019",1430.023
"13","141",1237.538
"54","029",227.836
"72","003",117.950
"29","139",1399.866
"48","473",1341.158
"05","105",1451.757
"69","120",741.131
"20","029",1859.587
"17","039",1049.171
"54","027",1669.537
"48","445",2307.527
"45","007",1957.377
"28","039",1252.655
"17","085",1602.175
"48","469",2302.071
"18","135",1174.077
"29","059",1405.967
"21","081",675.401
"13","039",2024.989
"38","017",4578.609
"46","033",4037.955
"38","061",5028.500
"02","050",
"29","227",691.059
"56","025",13922.899
"19","131",1216.167
"22","025",1915.092
"16","059",11834.021
"28","029",2018.804
"02","060",2198.091
"49","031",1984.632
"21","043",1067.376
"26","049",1682.423
"22","007",944.130
"05","097",2072.899
"13","179",1560.539
"40","141",2277.122
"18","035",1025.400
"72","063",73.330
"21","145",694.549
"22","117",1750.527
"17","183",2334.166
"22","085",2619.955
"48","373",2874.005
"36","123",973.291
"53","033",5976.277
"41","017",7910.301
"36","107",1354.253
"46","083",1496.362
"18","147",1039.690
"48","389",6842.932
"12","091",2802.570
"37","121",574.668
"40","067",2005.104
"05","145",2699.121
"26","117",1866.738
"12","021",5969.864
"50","005",
"48","085",2295.114
"12","115",1878.479
"26","031",2293.172
"18","153",1176.155
"51","135",818.563
"01","075",1568.145
"29","035",1318.358
"22","095",1061.525
"26","045",1500.725
"02","282",23730.330
"31","083",1486.811
"29","061",1473.820
"39","097",1208.565
"50","007",1603.978
"15","009",
"20","031",1694.095
"40","053",2598.947
"13","205",1330.797
"51","680",128.271
"48","043",16037.935
"72","083",120.448
"22","029",1935.503
"48","193",2166.248
"20","003",1511.864
"28","049",2272.147
"54","069",282.373
"54","065",594.697
"33","017",990.905
"48","341",2355.907
"49","019",9543.915
"05","111",1977.669
"48","453",2649.666
"20","073",2985.289
"18","169",1090.322
"49","005",3037.737
"55","093",1535.153
"13","233",808.440
"29","101",2157.957
"24","510",238.410
"48","245",2881.754
"29","125",1372.506
"31","077",1477.993
"18","057",1042.307
"28","087",1337.638
"17","057",2286.107
"38","015",4321.351
"39","155",1648.705
"08","113",3337.811
"54","051",808.475
"48","143",2822.587
"41","047",3084.185
"48","007",1367.395
"40","055",1666.889
"54","057",852.676
"17","189",1460.506
"05","127",2326.088
"20","099",1691.567
"47","087",827.566
"12","069",2996.475
"18","127",1351.466
"39","073",1097.191
"39","109",1060.808
"60","020",521.859
"27","083",1869.110
"18","055",1413.904
"45","063",1962.274
"46","055",4731.733
"19","043",2052.992
"22","099",
"08","073",6698.940
"05","103",1915.949
"40","071",2447.324
"20","123",1862.613
"54","093",1090.624
"54","015",890.480
"18","167",1063.062
"39","005",1105.431
"35","015",10873.182
"31","117",2227.414
"55","113",3497.101
"34","017",161.600
"48","431",2391.890
"32","011",10826.042
"35","009",3648.289
"51","035",1237.169
"29","087",1218.209
"48","295",2414.722
"21","021",473.555
"55","095",2477.104
"29","055",1926.312
"21","015",664.355
"31","113",1479.208
"27","009",1069.770
"37","165",830.412
"17","139",892.239
"12","065",1648.624
"48","349",2812.562
"35","045",14344.460
"17","179",1704.159
"01","061",1499.476
"19","055",1499.379
"12","047",1344.350
"28","045",1431.657
"31","155",1967.925
"36","009",3425.242
"21","121",1004.267
"53","023",1860.350
"45","073",1744.896
"46","103",7211.716
"17","187",1406.441
"01","089",2104.923
"48","063",526.372
"19","145",1386.857
"37","133",2344.441
"47","057",783.316
"27","017",2266.955
"21","057",805.247
"17","153",526.716
"17","119",1917.152
"20","205",1489.435
"22","069",3364.375
"51","139",811.320
"48","293",2416.883
"19","095",1521.599
"51","193",655.061
"48","463",4036.842
"19","063",1042.525
"37","183",2220.251
"32","017",27550.147
"26","115",1761.022
"46","069",2243.562
"13","195",739.688
"28","141",1151.299
"55","069",2348.578
"36","033",4396.340
"28","081",1173.719
"20","077",2079.190
"19","133",1810.230
"31","177",1018.374
"20","201",2327.558
"29","203",2600.349
"27","129",2556.597
"35","037",7462.064
"12","133",1595.314
"48","069",2329.158
"21","049",660.852
"26","005",4748.199
"27","103",1209.378
"55","075",4014.476
"25","009",2145.781
"55","043",3064.924
"72","131",184.456
"36","087",516.061
"05","089",1658.395
"27","151",1947.930
"29","033",1816.595
"46","127",1209.857
"48","175",2225.749
"29","065",1954.160
"51","047",991.094
"47","113",1446.832
"31","115",1479.079
"28","147",1047.406
"45","017",1016.530
"42","121",1768.538
"39","149",1063.730
"01","039",2703.360
"46","091",2295.311
"08","071",12368.784
"54","059",1098.105
"06","079",9364.132
"27","019",974.117
"34","021",592.733
"12","015",2222.795
"37","037",1836.275
"48","265",2867.850
"28","017",1305.989
"13","049",2026.379
"16","055",3390.282
"48","041",1531.301
"37","069",1280.936
"30","059",6202.386
"51","089",995.554
"26","163",1742.402
"39","145",1595.815
"47","027",671.698
"21","177",1241.640
"12","086",6296.711
"51","009",1240.453
"72","073",115.344
"48","149",2485.892
"48","477",1610.327
"42","023",1031.894
"17","023",1307.326
"19","013",1483.232
"17","161",1168.844
"18","015",971.294
"42","101",369.588
"27","165",1138.897
"16","039",8032.748
"13","015",1215.939
"29","153",1956.042
"16","023",5797.734
"72","019",88.792
"49","057",1708.981
"29","127",1150.737
"36","019",2894.383
"45","003",2797.625
"45","071",1676.464
"46","135",1378.550
"72","113",501.437
"42","131",1049.050
"02","068",32795.683
"21","217",716.964
"54","045",1180.040
"20","121",1528.754
"51","153",
"22","077",1529.938
"17","069",470.076
"36","029",3177.540
"21","065",662.026
"41","027",1381.244
"19","137",1100.816
"12","035",1478.439
"13","231",568.256
"46","009",1506.386
"45","075",2921.207
"48","079",2007.683
"37","099",1281.716
"49","043",4871.395
"40","031",2807.193
"06","049",10886.382
"47","035",1773.674
"27","141",1168.196
"46","035",1131.690
"13","235",650.631
"21","143",664.414
"13","299",2351.676
"13","287",751.046
"17","013",734.467
"39","039",1072.724
"12","059",1266.626
"28","059",2702.402
"04","015",34862.810
"45","051",3248.884
"31","029",2324.512
"29","213",1687.740
"13","209",633.755
"48","363",2552.455
"40","007",4707.755
"06","107",12532.097
"51","163",1553.875
"47","103",1478.150
"47","037",
"56","019",10812.157
"72","071",237.893
"42","041",1425.297
"36","013",3885.456
"51","195",1050.161
"28","025",1077.459
"48","283",3870.050
"19","119",1522.342
"05","073",1411.748
"27","087",1509.720
"29","157",1253.969
"21","005",529.085
"47","049",1292.227
"47","137",451.936
"30","107",3697.220
"46","089",2982.463
"39","147",1431.729
"48","059",2334.262
"26","121",3781.444
"06","093",16441.084
"28","033",1287.181
"29","069",1417.207
"22","005",784.225
"51","041",
"17","077",1559.752
"49","045",18870.632
"12","045",1928.052
"48","351",2433.885
"21","011",735.568
"42","005",1719.344
"48","205",3789.459
"20","173",2613.611
"39","107",1226.164
"48","361",982.978
"39","133",1305.498
"48","247",2942.768
"13","089",702.302
"48","215",4099.499
"41","049",5303.419
"27","153",2536.895
"16","065",1225.897
"21","001",1068.095
"02","188",105204.744
"40","059",2695.179
"28","055",1143.290
"48","277",2416.725
"51","580",14.685
"04","021",13920.343
"72","051",139.109
"47","041",852.070
"36","103",6146.394
"28","003",1039.518
"31","001",1461.351
"05","071",1767.579
"48","083",3318.897
"16","081",1166.009
"16","077",3735.098
"36","001",1381.245
"09","011",1999.375
"08","023",3188.281
"45","069",1257.356
"37","031",3445.751
"19","037",1309.648
"19","081",1484.161
"19","061",1596.627
"56","009",11046.455
"42","061",2303.190
"42","009",2633.773
"27","089",4695.404
"49","029",1582.177
"27","007",7913.443
"25","007",1271.585
"08","029",2974.878
"01","085",1877.923
"06","105",8307.674
"48","003",3887.808
"37","077",1392.354
"30","029",13612.960
"42","097",1236.792
"41","061",5280.589
"40","075",2669.337
"20","145",1954.524
"20","209",404.541
"02","240",65042.654
"39","095",1543.213
"27","065",1382.234
"26","019",2226.260
"27","081",1420.433
"13","307",544.579
"30","089",7225.800
"19","197",1507.973
"27","021",6252.191
"28","163",2419.460
"41","025",26489.644
"46","029",1857.446
"46","007",3083.252
"24","041",1234.925
"05","081",1462.737
"51","161",650.669
"18","025",799.577
"72","041",94.418
"12","067",1419.074
"48","243",5865.379
"47","029",1147.517
"47","067",578.805
"54","105",608.041
"29","075",1273.539
"37","015",1919.947
"26","063",5534.298
"21","221",1246.637
"01","069",1506.538
"21","137",871.253
"20","087",1441.788
"22","045",2669.057
"48","161",2310.249
"06","057",2522.119
"48","241",2511.505
"39","143",1081.865
"51","790",51.742
"39","113",1202.838
"46","095",3395.177
"28","093",1838.185
"20","095",2244.637
"36","117",3582.098
"18","027",1131.499
"08","057",4198.281
"29","133",1110.490
"39","141",1794.926
"21","111",1029.997
"21","075",
"19","003",1102.054
"13","007",904.264
"13","087",1613.998
"48","455",1849.182
"54","053",1151.808
"08","119",1447.679
"37","089",971.466
"17","047",576.794
"21","069",909.910
"46","123",4189.520
"45","043",2681.046
"27","119",5174.256
"27","127",2283.714
"22","041",1645.776
"29","083",1896.712
"20","147",2316.889
"72","105",71.868
"20","161",1611.119
"01","065",1700.331
"48","397",385.282
"16","037",12790.906
"27","057",2588.671
"31","151",1492.633
"47","003",1229.701
"41","001",7997.830
"06","111",
"19","025",1481.768
"72","121",94.076
"42","033",2988.647
"26","013",2768.534
"56","003",8179.912
"38","101",5324.716
"28","139",1191.277
"06","043",3788.698
"27","139",954.069
"47","099",1600.578
"25","019",786.464
"45","009",1024.501
"17","037",1643.716
"48","211",2362.476
"05","121",1699.141
"13","143",733.421
"37","003",682.804
"47","023",740.629
"19","185",1365.288
"38","063",2612.963
"42","085",1767.818
"17","193",1299.833
"55","039",1983.521
"55","061",2808.288
"48","369",2292.668
"20","167",2329.530
"22","083",1462.114
"01","133",1636.531
"48","155",1832.894
"06","071",52071.995
"31","055",878.904
"51","600",16.247
"21","067",739.538
"40","125",2055.221
"02","122",64025.524
"55","035",1671.060
"17","105",2708.960
"48","115",2336.502
"02","261",
"46","085",4420.799
"22","119",1592.428
"06","115",1667.972
"29","183",1534.966
"13","109",483.990
"48","173",2333.798
"38","031",1675.363
"31","121",1286.651
"55","119",2550.005
"28","113",1063.692
"17","203",1405.299
"18","045",1030.503
"05","003",2435.960
"31","075",2028.542
"72","087",169.910
"40","035",1975.307
"48","231",2284.429
"05","135",1570.603
"55","055",1509.294
"51","053",1314.046
"28","083",1570.514
"39","081",1064.372
"40","107",1628.449
"72","013",443.385
"20","141",2316.411
"19","071",1338.087
"37","119",1414.340
"06","047",5124.685
"47","183",1506.815
"01","103",1551.534
"50","013",504.199
"34","041",939.259
"24","017",1665.197
"05","025",1550.740
"20","047",1610.906
"35","005",15734.389
"30","075",8543.856
"32","027",15714.628
"35","001",3023.495
"34","033",964.905
"12","009",4032.675
"12","077",2183.682
"18","095",1173.017
"08","061",4625.637
"19","079",1495.750
"44","001",115.860
"01","051",1701.727
"51","107",1350.250
"37","127",1405.918
"21","155",898.356
"13","153",983.944
"26","041",5157.528
"21","033",901.700
"21","045",1154.464
"21","163",840.458
"36","005",148.597
"31","135",2290.668
"21","053",532.028
"48","189",2602.356
"28","061",1754.633
"39","047",1054.164
"78","030",799.030
"55","063",1243.187
"22","021",1400.481
"29","123",1288.776
"13","265",505.947
"34","007",589.014
"37","115",1169.339
"41","051",1204.781
"54","005",1303.274
"21","119",913.881
"27","063",1862.810
"18","089",1623.022
"15","003",
"08","093",5725.703
"48","435",3766.952
"01","057",1630.024
"72","097",
"72","123",295.572
"46","015",2192.365
"42","019",2060.939
"29","201",1102.965
"17","103",1886.922
"48","091",1488.938
"36","011",2236.899
"20","181",2735.742
"39","169",1441.980
"06","053",9767.418
"18","065",1022.610
"21","159",597.267
"21","189",513.569
"49","027",17707.677
"30","051",3748.051
"29","003",1130.188
"54","077",1687.089
"55","135",1981.792
"12","103",1575.045
"37","189",811.493
"54","031",1513.814
"47","111",795.745
"20","177",1439.334
"48","385",1813.159
"46","027",1081.110
"54","001",887.978
"47","175",711.036
"19","007",1337.067
"22","097",2431.952
"36","069",1715.935
"40","085",1378.532
"26","059",1572.146
"31","003",2223.742
"18","131",1125.438
"37","049",2002.792
"18","013",820.070
"08","007",3510.453
"42","025",1003.328
"47","171",482.729
"45","083",2121.235
"41","033",4249.713
"17","051",1878.499
"13","305",1680.377
"53","007",7755.469
"37","149",617.570
"42","051",2067.612
